//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/AppSandbox.framework/Versions/A/AppSandbox
// arch:    arm64e
// uuid:    93EB1ACE-6516-303F-A23F-FF64BB4BE749
// text:    0x000000019a75d000
// count:   763 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000019a75e960  0x000000ac  __TEXT,__text  func  AppSandboxUtilAddressBookLockPathURL
0x000000019a76b084  0x00000054  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOAFs23CustomStringConvertibleAAWl  // lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) and conformance AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomStringConvertible in AppSandbox
0x000000019a76b0d8  0x0000012c  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLO11stringValueAFSgSS_tcfCTf4nd_n  // function signature specialization <Arg[1] = Dead> of AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F).init(stringValue: Swift.String) -> Swift.Optional<AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)>
0x000000019a76b204  0x00000054  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOACSYAAWl  // lazy protocol witness table accessor for type AppSandbox.ValidationCategory and conformance AppSandbox.ValidationCategory : Swift.RawRepresentable in AppSandbox
0x000000019a76b258  0x00000014  __TEXT,__text  swift  $sSo11CFStringRefaMa  // type metadata accessor for __C.CFStringRef
0x000000019a76b26c  0x0000004c  __TEXT,__text  swift  $sSo10CFErrorRefaMaTm  // merged type metadata accessor for __C.CFErrorRef
0x000000019a76b2b8  0x00000010  __TEXT,__text  swift  $sypWOb  // outlined init with take of Any
0x000000019a76b2c8  0x00000048  __TEXT,__text  swift  $sSo8NSStringCMaTm  // merged type metadata accessor for __C.NSString
0x000000019a76b310  0x00000054  __TEXT,__text  swift  $sypWOc  // outlined init with copy of Any
0x000000019a76b364  0x00000044  __TEXT,__text  swift  $sSo11CFStringRefaABSHSCWlTm  // merged lazy protocol witness table accessor for type __C.CFStringRef and conformance __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a76b3a8  0x00000064  __TEXT,__text  func  __swift_allocate_value_buffer
0x000000019a76b40c  0x00000034  __TEXT,__text  swift  $sSo11CFStringRefa14CoreFoundation9_CFObjectSCSHWb  // base witness table accessor for Swift.Hashable in __C.CFStringRef : CoreFoundation._CFObject in __C_Synthesized
0x000000019a76b440  0x00000034  __TEXT,__text  swift  $sSo11CFStringRefaSHSCSQWb  // base witness table accessor for Swift.Equatable in __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a76b474  0x00000004  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOwug  // getEnumTag value witness for AppSandbox.ValidationCategory
0x000000019a76b478  0x00000004  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOSQAASQ2eeoiySbx_xtFZTW  // protocol witness for static Swift.Equatable.== infix(A, A) -> Swift.Bool in conformance AppSandbox.ValidationCategory : Swift.Equatable in AppSandbox
0x000000019a76b47c  0x00000004  __TEXT,__text  swift  $s10AppSandbox18ValidationCategoryOwui  // destructiveInjectEnumTag value witness for AppSandbox.ValidationCategory
0x000000019a76b480  0x0000001c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO20localizedDescriptionSSvg  // AppSandbox.ASBOwnerSet.DeserializationError.localizedDescription.getter : Swift.String
0x000000019a76b49c  0x00000008  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO2eeoiySbAE_AEtFZ  // static AppSandbox.ASBOwnerSet.DeserializationError.== infix(AppSandbox.ASBOwnerSet.DeserializationError, AppSandbox.ASBOwnerSet.DeserializationError) -> Swift.Bool
0x000000019a76b4a4  0x00000028  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO4hash4intoys6HasherVz_tF  // AppSandbox.ASBOwnerSet.DeserializationError.hash(into: inout Swift.Hasher) -> ()
0x000000019a76b4cc  0x00000044  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO9hashValueSivg  // AppSandbox.ASBOwnerSet.DeserializationError.hashValue.getter : Swift.Int
0x000000019a76b510  0x00000008  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSQAASQ2eeoiySbx_xtFZTW  // protocol witness for static Swift.Equatable.== infix(A, A) -> Swift.Bool in conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Equatable in AppSandbox
0x000000019a76b518  0x00000044  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAASH9hashValueSivgTW  // protocol witness for Swift.Hashable.hashValue.getter : Swift.Int in conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Hashable in AppSandbox
0x000000019a76b55c  0x00000028  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAASH4hash4intoys6HasherVz_tFTW  // protocol witness for Swift.Hashable.hash(into: inout Swift.Hasher) -> () in conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Hashable in AppSandbox
0x000000019a76b584  0x00000040  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAASH13_rawHashValue4seedS2i_tFTW  // protocol witness for Swift.Hashable._rawHashValue(seed: Swift.Int) -> Swift.Int in conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Hashable in AppSandbox
0x000000019a76b5c4  0x00000054  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvpACTK  // key path getter for AppSandbox.ASBOwnerSet.members : Swift.Set<AppSandbox.ASBBinaryIdentity> : AppSandbox.ASBOwnerSet
0x000000019a76b618  0x00000064  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvpACTk  // key path setter for AppSandbox.ASBOwnerSet.members : Swift.Set<AppSandbox.ASBBinaryIdentity> : AppSandbox.ASBOwnerSet
0x000000019a76b67c  0x00000048  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvg  // AppSandbox.ASBOwnerSet.members.getter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76b6c4  0x00000058  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvs  // AppSandbox.ASBOwnerSet.members.setter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76b71c  0x00000060  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvM  // AppSandbox.ASBOwnerSet.members.modify : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76b77c  0x00000004  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvM.resume.0  // AppSandbox.ASBOwnerSet.members.modify : Swift.Set<AppSandbox.ASBBinaryIdentity> with unmangled suffix ".resume.0"
0x000000019a76b780  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCACycfC  // AppSandbox.ASBOwnerSet.__allocating_init() -> AppSandbox.ASBOwnerSet
0x000000019a76b7ac  0x00000048  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCACycfc  // AppSandbox.ASBOwnerSet.init() -> AppSandbox.ASBOwnerSet
0x000000019a76b7f4  0x00000024  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCMa  // type metadata accessor for AppSandbox.ASBOwnerSet
0x000000019a76b818  0x00000054  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetCACycfcTo  // @objc AppSandbox.ASBOwnerSet.init() -> AppSandbox.ASBOwnerSet  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76b86c  0x0000009c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC11addIdentityyyAA09ASBBinaryF0CF  // AppSandbox.ASBOwnerSet.addIdentity(AppSandbox.ASBBinaryIdentity) -> ()
0x000000019a76b908  0x000000dc  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC11addIdentityyyAA09ASBBinaryF0CFTo  // @objc AppSandbox.ASBOwnerSet.addIdentity(AppSandbox.ASBBinaryIdentity) -> ()  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76b9e4  0x00000390  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC38allowsInternalEquivalentBinaryIdentityySbAA09ASBBinaryI0CF  // AppSandbox.ASBOwnerSet.allowsInternalEquivalentBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a76bd74  0x00000060  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC38allowsInternalEquivalentBinaryIdentityySbAA09ASBBinaryI0CFTo  // @objc AppSandbox.ASBOwnerSet.allowsInternalEquivalentBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76bdd4  0x00000ff8  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20allowsBinaryIdentityySbAA09ASBBinaryG0CF  // AppSandbox.ASBOwnerSet.allowsBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a76cdcc  0x0000010c  __TEXT,__text  swift  $sSh8containsySbxF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift.Set.contains(A) -> Swift.Bool
0x000000019a76ced8  0x00000080  __TEXT,__text  swift  $sSTsSQ7ElementRpzrlE8containsySbABFSay10AppSandbox18ValidationCategoryOG_TB5  // generic specialization <Swift.Array<AppSandbox.ValidationCategory>> of (extension in Swift):Swift.Sequence< where A.Element: Swift.Equatable>.contains(A.Element) -> Swift.Bool
0x000000019a76cf58  0x00000060  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC20allowsBinaryIdentityySbAA09ASBBinaryG0CFTo  // @objc AppSandbox.ASBOwnerSet.allowsBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76cfb8  0x0000009c  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC11descriptionSSvgTo  // @objc AppSandbox.ASBOwnerSet.description.getter : Swift.String  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76d054  0x00000004  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC11descriptionSSvg  // AppSandbox.ASBOwnerSet.description.getter : Swift.String
0x000000019a76d058  0x000000b0  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC5countSivgTo  // @objc AppSandbox.ASBOwnerSet.count.getter : Swift.Int  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76d108  0x00000080  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC5countSivg  // AppSandbox.ASBOwnerSet.count.getter : Swift.Int
0x000000019a76d188  0x000000b0  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC7isEmptySbvgTo  // @objc AppSandbox.ASBOwnerSet.isEmpty.getter : Swift.Bool  // -[AppSandbox.ASBOwnerSet ConstantCropRectangle]
0x000000019a76d238  0x00000084  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7isEmptySbvg  // AppSandbox.ASBOwnerSet.isEmpty.getter : Swift.Bool
0x000000019a76d2bc  0x00000164  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC9serializeSSyF  // AppSandbox.ASBOwnerSet.serialize() -> Swift.String
0x000000019a76d420  0x000001a0  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC9serializeSSyFTo  // @objc AppSandbox.ASBOwnerSet.serialize() -> Swift.String  // -[AppSandbox.ASBOwnerSet ]
0x000000019a76d5c0  0x00000018  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC05ownerD013serializationACSSSg_tKFZ  // static AppSandbox.ASBOwnerSet.ownerSet(serialization: Swift.Optional<Swift.String>) throws -> AppSandbox.ASBOwnerSet
0x000000019a76d5d8  0x000000b8  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetC05ownerD013serializationACSSSg_tKFZTo  // @objc static AppSandbox.ASBOwnerSet.ownerSet(serialization: Swift.Optional<Swift.String>) throws -> AppSandbox.ASBOwnerSet  // +[AppSandbox.ASBOwnerSet ?]
0x000000019a76d690  0x000000d8  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC6encode2toys7Encoder_p_tKF  // AppSandbox.ASBOwnerSet.encode(to: Swift.Encoder) throws -> ()
0x000000019a76d768  0x0000013c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC4fromACs7Decoder_p_tKcfC  // AppSandbox.ASBOwnerSet.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBOwnerSet
0x000000019a76d8a4  0x00000034  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCfD  // AppSandbox.ASBOwnerSet.__deallocating_deinit
0x000000019a76d8d8  0x00000010  __TEXT,__text  objc  $s10AppSandbox11ASBOwnerSetCfETo  // @objc AppSandbox.ASBOwnerSet.__ivar_destroyer  // -[AppSandbox.ASBOwnerSet ?]
0x000000019a76d8e8  0x0000003c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCSeAASe4fromxs7Decoder_p_tKcfCTW  // protocol witness for Swift.Decodable.init(from: Swift.Decoder) throws -> A in conformance AppSandbox.ASBOwnerSet : Swift.Decodable in AppSandbox
0x000000019a76d924  0x0000004c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCSEAASE6encode2toys7Encoder_p_tKFTW  // protocol witness for Swift.Encodable.encode(to: Swift.Encoder) throws -> () in conformance AppSandbox.ASBOwnerSet : Swift.Encodable in AppSandbox
0x000000019a76d970  0x00000088  __TEXT,__text  swift  $ss22_ContiguousArrayBufferV19_uninitializedCount15minimumCapacityAByxGSi_SitcfC10AppSandbox17ASBBinaryIdentityC_Tt1g5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._ContiguousArrayBuffer.init(_uninitializedCount: Swift.Int, minimumCapacity: Swift.Int) -> Swift._ContiguousArrayBuffer<A>
0x000000019a76d9f8  0x00000220  __TEXT,__text  swift  $sSh8_VariantV6insertySb8inserted_x17memberAfterInserttxnF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift.Set._Variant.insert(__owned A) -> (inserted: Swift.Bool, memberAfterInsert: A)
0x000000019a76dc18  0x000001f0  __TEXT,__text  swift  $ss10_NativeSetV_8capacityAByxGs07__CocoaB0Vn_SitcfC10AppSandbox17ASBBinaryIdentityC_Tt1g5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet.init(_: __owned Swift.__CocoaSet, capacity: Swift.Int) -> Swift._NativeSet<A>
0x000000019a76de08  0x00000230  __TEXT,__text  swift  $ss10_NativeSetV6resize8capacityySi_tF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet.resize(capacity: Swift.Int) -> ()
0x000000019a76e038  0x00000084  __TEXT,__text  swift  $ss10_NativeSetV16_unsafeInsertNewyyxnF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet._unsafeInsertNew(__owned A) -> ()
0x000000019a76e0bc  0x0000014c  __TEXT,__text  swift  $ss10_NativeSetV9insertNew_2at8isUniqueyxn_s10_HashTableV6BucketVSbtF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet.insertNew(_: __owned A, at: Swift._HashTable.Bucket, isUnique: Swift.Bool) -> ()
0x000000019a76e208  0x00000208  __TEXT,__text  swift  $ss10_NativeSetV13copyAndResize8capacityySi_tF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet.copyAndResize(capacity: Swift.Int) -> ()
0x000000019a76e410  0x00000154  __TEXT,__text  swift  $ss10_NativeSetV4copyyyF10AppSandbox17ASBBinaryIdentityC_Tg5  // generic specialization <AppSandbox.ASBBinaryIdentity> of Swift._NativeSet.copy() -> ()
0x000000019a76e564  0x00000238  __TEXT,__text  swift  $sSTsE21_copySequenceContents12initializing8IteratorQz_SitSry7ElementQzG_tFShy10AppSandbox17ASBBinaryIdentityCG_Tg5  // generic specialization <Swift.Set<AppSandbox.ASBBinaryIdentity>> of (extension in Swift):Swift.Sequence._copySequenceContents(initializing: Swift.UnsafeMutableBufferPointer<A.Element>) -> (A.Iterator, Swift.Int)
0x000000019a76e79c  0x000000b0  __TEXT,__text  swift  $ss32_copyCollectionToContiguousArrayys0dE0Vy7ElementQzGxSlRzlFShy10AppSandbox17ASBBinaryIdentityCG_Tg5  // generic specialization <Swift.Set<AppSandbox.ASBBinaryIdentity>> of Swift._copyCollectionToContiguousArray<A where A: Swift.Collection>(A) -> Swift.ContiguousArray<A.Element>
0x000000019a76e84c  0x00000008  __TEXT,__text  swift  $sSh8IteratorV8_VariantOy10AppSandbox17ASBBinaryIdentityC__GWOe  // outlined consume of Swift.Set<AppSandbox.ASBBinaryIdentity>.Iterator._Variant
0x000000019a76e854  0x0000004c  __TEXT,__text  swift  $sSo9OS_os_logCMa  // type metadata accessor for __C.OS_os_log
0x000000019a76e8a0  0x00000054  __TEXT,__text  swift  $s10Foundation4DataV15_RepresentationOWOe  // outlined consume of Foundation.Data._Representation
0x000000019a76e8f4  0x000001e4  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC05ownerD013serializationACSSSg_tKFZTf4nd_n  // function signature specialization <Arg[1] = Dead> of static AppSandbox.ASBOwnerSet.ownerSet(serialization: Swift.Optional<Swift.String>) throws -> AppSandbox.ASBOwnerSet
0x000000019a76ead8  0x0000005c  __TEXT,__text  swift  $ss7Decoder_pWOc  // outlined init with copy of Swift.Decoder
0x000000019a76eb34  0x00000164  __TEXT,__text  swift  $sShyShyxGqd__nc7ElementQyd__RszSTRd__lufC10AppSandbox17ASBBinaryIdentityC_SayAFGTt0g5Tf4g_n  // function signature specialization <Arg[0] = Owned To Guaranteed> of generic specialization <AppSandbox.ASBBinaryIdentity, Swift.Array<AppSandbox.ASBBinaryIdentity>> of Swift.Set.init<A where A == A1.Element, A1: Swift.Sequence>(__owned A1) -> Swift.Set<A>
0x000000019a76ec98  0x00000004  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAASQWb  // base witness table accessor for Swift.Equatable in AppSandbox.ASBOwnerSet.DeserializationError : Swift.Hashable in AppSandbox
0x000000019a76ec9c  0x00000054  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOAESQAAWl  // lazy protocol witness table accessor for type AppSandbox.ASBOwnerSet.DeserializationError and conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Equatable in AppSandbox
0x000000019a76ecf0  0x00000018  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetCMu  // method lookup function for AppSandbox.ASBOwnerSet
0x000000019a76ed08  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvgTj  // dispatch thunk of AppSandbox.ASBOwnerSet.members.getter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76ed34  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvsTj  // dispatch thunk of AppSandbox.ASBOwnerSet.members.setter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76ed60  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvMTj  // dispatch thunk of AppSandbox.ASBOwnerSet.members.modify : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a76ed8c  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC11addIdentityyyAA09ASBBinaryF0CFTj  // dispatch thunk of AppSandbox.ASBOwnerSet.addIdentity(AppSandbox.ASBBinaryIdentity) -> ()
0x000000019a76edb8  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC38allowsInternalEquivalentBinaryIdentityySbAA09ASBBinaryI0CFTj  // dispatch thunk of AppSandbox.ASBOwnerSet.allowsInternalEquivalentBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a76ede4  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20allowsBinaryIdentityySbAA09ASBBinaryG0CFTj  // dispatch thunk of AppSandbox.ASBOwnerSet.allowsBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a76ee10  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC5countSivgTj  // dispatch thunk of AppSandbox.ASBOwnerSet.count.getter : Swift.Int
0x000000019a76ee3c  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC7isEmptySbvgTj  // dispatch thunk of AppSandbox.ASBOwnerSet.isEmpty.getter : Swift.Bool
0x000000019a76ee68  0x0000002c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC11descriptionSSvgTm  // merged AppSandbox.ASBOwnerSet.description.getter : Swift.String
0x000000019a76ee94  0x00000028  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC05ownerD013serializationACSSSg_tKFZTj  // dispatch thunk of static AppSandbox.ASBOwnerSet.ownerSet(serialization: Swift.Optional<Swift.String>) throws -> AppSandbox.ASBOwnerSet
0x000000019a76eebc  0x00000040  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC6encode2toys7Encoder_p_tKFTj  // dispatch thunk of AppSandbox.ASBOwnerSet.encode(to: Swift.Encoder) throws -> ()
0x000000019a76eefc  0x00000028  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC4fromACs7Decoder_p_tKcfCTj  // dispatch thunk of AppSandbox.ASBOwnerSet.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBOwnerSet
0x000000019a76ef24  0x00000004  __TEXT,__text  func  __swift_memcpy0_1
0x000000019a76ef28  0x00000050  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOwet  // getEnumTagSinglePayload value witness for AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a76ef78  0x0000007c  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOwst  // storeEnumTagSinglePayload value witness for AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a76eff4  0x00000008  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOwug  // getEnumTag value witness for AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a76effc  0x00000010  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOMa  // type metadata accessor for AppSandbox.ASBOwnerSet.DeserializationError
0x000000019a76f00c  0x00000004  __TEXT,__text  func  _swift_stdlib_malloc_size
0x000000019a76f010  0x00000054  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOAEs0F0AAWl  // lazy protocol witness table accessor for type AppSandbox.ASBOwnerSet.DeserializationError and conformance AppSandbox.ASBOwnerSet.DeserializationError : Swift.Error in AppSandbox
0x000000019a76f064  0x00000048  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCSo8NSObjectCSH10ObjectiveCWlTm  // merged lazy protocol witness table accessor for type AppSandbox.ASBBinaryIdentity and conformance __C.NSObject : Swift.Hashable in ObjectiveC
0x000000019a76f0ac  0x00000014  __TEXT,__text  swift  $s10Foundation4DataVSgWOe  // outlined consume of Swift.Optional<Foundation.Data>
0x000000019a76f0c0  0x00000004  __TEXT,__text  swift  $s10AppSandbox11ASBOwnerSetC9serializeSSyFTj  // dispatch thunk of AppSandbox.ASBOwnerSet.serialize() -> Swift.String
0x000000019a76f0c4  0x00000094  __TEXT,__text  func  AppSandboxUtilRealPathForUTF8StringPath.cold.1
0x000000019a76f158  0x00000014  __TEXT,__text  func  AppSandboxUtilCollectionScopedBookmarkSecurityPolicyPermitsFD.cold.1
0x000000019a76f16c  0x00000068  __TEXT,__text  func  +[AppSandboxRequest _setFatalError:withUserInfo:Message:Parameters:].cold.1
0x000000019a76f1d4  0x0000005c  __TEXT,__text  func  +[AppSandboxRequest _setFatalError:withUserInfo:Message:Parameters:].cold.2
0x000000019a76f230  0x00000038  __TEXT,__text  func  +[AppSandboxRequest _setFatalError:withUserInfo:Message:Parameters:].cold.3
0x000000019a76f268  0x00000014  __TEXT,__text  func  -[AppSandboxRequest screenSaverRequest].cold.1
0x000000019a76f27c  0x00000038  __TEXT,__text  func  __39-[AppSandboxRequest screenSaverRequest]_block_invoke.cold.1
0x000000019a76f2b4  0x00000014  __TEXT,__text  func  +[AppSandboxRequest implicitMacosProfilePaths].cold.1
0x000000019a76f2c8  0x00000014  __TEXT,__text  func  +[AppSandboxRequest implicitIosProfilePaths].cold.1
0x000000019a76f2dc  0x0000007c  __TEXT,__text  func  -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.2  // aliases: -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.1
0x000000019a76f358  0x00000074  __TEXT,__text  func  -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.3
0x000000019a76f3cc  0x00000090  __TEXT,__text  func  -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.4
0x000000019a76f45c  0x00000090  __TEXT,__text  func  -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.5
0x000000019a76f4ec  0x00000090  __TEXT,__text  func  -[AppSandboxRequest generateSandboxProfileValidationInfo:].cold.6
0x000000019a76f57c  0x00000060  __TEXT,__text  func  -[AppSandboxRequest compileSandboxProfileWithError:].cold.1
0x000000019a76f5dc  0x00000054  __TEXT,__text  func  -[AppSandboxRequest containerWithError:].cold.1
0x000000019a76f630  0x00000074  __TEXT,__text  func  __40-[AppSandboxRequest containerWithError:]_block_invoke.219.cold.1
0x000000019a76f6a4  0x00000014  __TEXT,__text  func  localize_string.cold.1
0x000000019a76f6b8  0x00000054  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.1
0x000000019a76f70c  0x00000074  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.2
0x000000019a76f780  0x00000038  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.3
0x000000019a76f7b8  0x00000074  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.4
0x000000019a76f82c  0x00000038  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.5
0x000000019a76f864  0x00000074  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.6
0x000000019a76f8d8  0x00000028  __TEXT,__text  func  -[AppSandboxRequest appsandboxContainerSync:].cold.7
0x000000019a76f900  0x0000005c  __TEXT,__text  func  -[AppSandboxRequest getSandboxProfileWithError:].cold.1
